Date,caf_total_portions_prepared,caf_total_portions_sold,caf_total_waste_portions,caf_avg_waste_pct,caf_total_revenue_ugx,caf_total_ingredient_cost_ugx,caf_total_waste_cost_ugx,caf_total_gross_profit_ugx,caf_posho_flour_kg,caf_beans_kg,caf_cooking_oil_l,caf_matooke_kg,caf_groundnuts_kg,caf_rice_kg,caf_chicken_kg,caf_offal_kg,caf_onions_kg,caf_irish_potatoes_kg,caf_eggs_units,caf_wheat_flour_kg,caf_cabbage_kg,caf_tomatoes_kg,caf_meals_offered,kiosk_total_transactions,kiosk_total_revenue_ugx,kiosk_avg_transaction_ugx,kiosk_items_sold,kiosk_cash_pct,kiosk_momo_pct,kiosk_airtel_pct,kiosk_discounted_txns,kiosk_peak_hour,kiosk_near_lecture_sales,kiosk_sold_biscuits_packet,kiosk_sold_chapati,kiosk_sold_groundnuts_packet,kiosk_sold_juice_splash,kiosk_sold_mandazi_2_pcs,kiosk_sold_rolex,kiosk_sold_samosa_2_pcs,kiosk_sold_soda,kiosk_sold_water_bottle,kiosk_rev_africa_hall_kiosk,kiosk_rev_education_block_kiosk,kiosk_rev_engineering_block_kiosk,kiosk_rev_freedom_square_kiosk,kiosk_rev_main_gate_kiosk,kiosk_rev_mitchell_hall_kiosk,kiosk_rev_senate_building_kiosk,Day_of_Week,Academic_Period,Is_Weekend,caf_rolex_portions,kiosk_rolex_units,total_campus_revenue_ugx,campus_gross_margin_pct,total_portions_served,revenue_per_portion_ugx,waste_cost_pct_of_revenue,ingredient_cost_ratio,kiosk_revenue_share_pct,demand_fulfilment_rate_pct,procurement_efficiency,total_rolex_demand,rolex_egg_demand_units,rolex_wheat_flour_demand_kg,demand_vs_avg_pct
2024-05-06,1268,1157,111,8.366666666666667,4259500.0,2167790.0,180910.0,2091710.0,69.8,41.9,31.2,136.8,21.7,31.4,28.3,21.4,7.2,56.0,552,37.4,15.6,12.5,6,768,984450.0,1281.8359375,768,60.5,27.7,11.7,83,9,103,32,82,80,51,111,141,156,67,48,197650.0,117250.0,144150.0,121850.0,123600.0,146350.0,133600.0,Monday,Sem1_Exams,False,295,141.0,5243950.0,39.89,1925,2724.0,3.45,50.89,18.77,91.25,91.25,436.0,436,21.8,32.9
2024-05-07,1233,1104,129,11.483333333333334,4063000.0,2119710.0,216450.0,1943290.0,68.0,40.8,30.6,136.39999999999998,21.4,30.6,27.5,21.8,7.2,55.6,528,34.8,14.5,11.6,6,753,1011950.0,1343.891102257636,753,57.4,29.0,13.7,72,12,118,35,91,58,65,112,155,129,67,41,211000.0,115800.0,138300.0,106100.0,141550.0,148400.0,150800.0,Tuesday,Sem1_Exams,False,269,155.0,5074950.0,38.29,1857,2733.0,4.27,52.17,19.94,89.54,89.54,424.0,424,21.2,28.2
2024-05-08,1214,1083,131,11.0,3935000.0,2077410.0,244510.0,1857590.0,61.0,36.6,29.7,137.5,22.3,29.6,26.6,20.7,6.9,53.5,538,37.0,15.4,12.3,6,733,971300.0,1325.1023192360165,733,58.7,28.9,12.4,83,9,102,38,92,71,37,116,163,114,62,40,192300.0,141000.0,94600.0,137250.0,114100.0,164000.0,128050.0,Wednesday,Sem1_Exams,False,273,163.0,4906300.0,37.86,1816,2702.0,4.98,52.79,19.8,89.21,89.21,436.0,436,21.8,25.3
2024-05-09,1264,1080,184,12.549999999999999,4034000.0,2196060.0,297600.0,1837940.0,69.2,41.5,30.3,136.3,22.0,36.0,32.4,20.7,6.9,48.3,518,37.3,15.6,12.4,6,782,1040350.0,1330.3708439897698,782,61.5,26.3,12.1,64,9,121,45,89,88,59,107,156,125,73,40,186400.0,115200.0,135750.0,138550.0,123850.0,209100.0,131500.0,Thursday,Sem1_Exams,False,246,156.0,5074350.0,36.22,1862,2725.0,5.86,54.44,20.5,85.44,85.44,402.0,402,20.1,28.5
2024-05-10,1022,914,108,9.183333333333334,3398500.0,1751480.0,165210.0,1647020.0,53.5,32.1,25.7,101.6,16.3,27.0,24.3,15.6,5.2,48.6,475,32.0,13.4,10.7,6,781,1000750.0,1281.370038412292,781,61.7,27.3,11.0,82,12,118,43,93,84,56,117,142,138,70,38,214250.0,124550.0,94950.0,129950.0,139050.0,157650.0,140350.0,Friday,Sem1_Exams,False,215,142.0,4399250.0,37.44,1695,2595.0,3.76,51.54,22.75,89.43,89.43,357.0,357,17.85,17.0
2024-05-11,358,308,50,12.816666666666668,1147000.0,616260.0,78870.0,530740.0,20.5,12.3,8.7,36.7,5.6,9.8,8.8,6.1,2.1,14.7,151,10.6,4.4,3.5,6,192,245300.0,1277.6041666666667,192,65.1,25.0,9.9,16,12,0,8,21,29,14,24,39,38,11,8,52550.0,30000.0,35900.0,30600.0,20150.0,46000.0,30100.0,Saturday,Sem1_Exams,True,76,39.0,1392300.0,38.12,500,2785.0,5.66,53.73,17.62,86.03,86.03,115.0,115,5.75,-65.5
2024-05-12,361,320,41,12.516666666666667,1169000.0,622140.0,77460.0,546860.0,18.2,10.9,9.1,40.3,6.5,9.0,8.1,6.1,2.1,17.1,162,10.6,4.4,3.5,6,175,215050.0,1228.857142857143,175,64.0,26.3,9.7,16,14,0,13,13,23,6,32,28,34,22,4,37800.0,24100.0,36850.0,27550.0,24850.0,38750.0,25150.0,Sunday,Sem1_Exams,True,85,28.0,1384050.0,39.51,495,2796.0,5.6,53.22,15.54,88.64,88.64,113.0,113,5.65,-65.8
2024-05-13,1238,1052,186,15.766666666666667,3885000.0,2155940.0,328870.0,1729060.0,64.5,38.7,29.8,132.8,20.5,36.0,32.4,21.8,7.2,49.3,521,37.1,15.5,12.4,6,714,965850.0,1352.7310924369747,714,59.0,28.9,12.2,59,9,92,28,89,67,53,104,159,123,52,39,186550.0,112700.0,150900.0,123750.0,133500.0,145050.0,113400.0,Monday,Sem1_Exams,False,263,159.0,4850850.0,35.64,1766,2747.0,6.78,55.49,19.91,84.98,84.98,422.0,422,21.1,21.9
2024-05-14,1263,1090,173,12.466666666666667,4123500.0,2219890.0,270990.0,1903610.0,70.2,42.1,32.2,141.3,22.9,35.4,31.9,21.3,7.1,54.9,513,33.2,13.9,11.1,6,779,1001300.0,1285.3658536585365,779,55.6,33.4,11.0,77,12,112,43,109,66,54,126,144,127,65,45,156750.0,113900.0,136350.0,136400.0,144900.0,173400.0,139600.0,Tuesday,Sem1_Exams,False,217,144.0,5124800.0,37.15,1869,2742.0,5.29,53.84,19.54,86.3,86.3,361.0,361,18.05,29.0
2024-05-15,1212,1060,152,13.200000000000001,3863000.0,2090040.0,286290.0,1772960.0,71.0,42.6,29.8,137.8,22.2,30.4,27.4,21.0,7.0,49.3,485,32.8,13.7,10.9,6,714,940450.0,1317.1568627450981,714,58.5,29.3,12.2,69,12,108,33,76,73,57,106,139,129,67,34,162350.0,115100.0,98900.0,138450.0,100200.0,179500.0,145950.0,Wednesday,Sem1_Exams,False,244,139.0,4803450.0,36.91,1774,2708.0,5.96,54.1,19.58,87.46,87.46,383.0,383,19.15,22.4
2024-05-16,1196,1065,131,12.450000000000001,3822500.0,2036280.0,267960.0,1786220.0,62.5,37.5,29.2,127.0,20.2,29.6,26.6,19.8,6.6,53.5,541,37.3,15.6,12.4,6,649,814850.0,1255.546995377504,649,59.3,30.0,10.6,68,12,82,36,78,78,40,110,129,107,41,30,132600.0,117600.0,102950.0,112100.0,100100.0,145900.0,103600.0,Thursday,Sem1_Exams,False,296,129.0,4637350.0,38.52,1714,2706.0,5.78,53.27,17.57,89.05,89.05,425.0,425,21.25,18.3
2024-05-17,1039,868,171,14.583333333333334,3256500.0,1779030.0,249480.0,1477470.0,58.8,35.2,25.7,107.9,17.7,26.6,23.9,15.9,5.3,45.5,453,31.0,12.9,10.3,6,720,949300.0,1318.4722222222222,720,63.6,25.8,10.6,74,12,126,37,93,87,41,97,152,121,63,29,166400.0,124000.0,106500.0,128000.0,95400.0,204550.0,124450.0,Friday,Sem1_Exams,False,201,152.0,4205800.0,35.13,1588,2648.0,5.93,54.63,22.57,83.54,83.54,353.0,353,17.65,9.6
2024-05-18,356,299,57,16.066666666666666,1088500.0,602620.0,97950.0,485880.0,19.0,11.4,8.6,36.4,5.7,8.8,7.9,5.8,2.0,15.7,163,11.4,4.8,3.8,6,166,233650.0,1407.5301204819277,166,57.2,28.9,13.9,10,9,0,5,18,20,16,16,38,32,14,7,40750.0,31800.0,29800.0,36700.0,24950.0,37750.0,31900.0,Saturday,Sem1_Exams,True,77,38.0,1322150.0,36.75,465,2843.0,7.41,55.36,17.67,83.99,83.99,115.0,115,5.75,-67.9
2024-05-19,356,319,37,10.216666666666667,1177500.0,607520.0,58620.0,569980.0,18.2,10.9,8.9,38.2,6.4,8.8,7.9,5.4,1.8,16.1,162,11.2,4.7,3.7,6,192,261100.0,1359.8958333333333,192,59.9,28.6,11.5,16,10,0,6,16,20,15,30,39,34,24,8,46600.0,38300.0,25100.0,32250.0,40000.0,37300.0,41550.0,Sunday,Sem1_Exams,True,87,39.0,1438600.0,39.62,511,2815.0,4.07,51.59,18.15,89.61,89.61,126.0,126,6.3,-64.7
2024-05-20,1169,1054,115,9.116666666666667,3972500.0,2041940.0,167920.0,1930560.0,63.5,38.1,29.5,123.3,19.2,33.2,29.9,19.9,6.7,52.5,499,32.9,13.7,11.0,6,745,969300.0,1301.0738255033557,745,59.3,29.8,10.9,64,12,107,41,82,65,55,113,142,153,56,38,163850.0,138150.0,144250.0,136500.0,97300.0,185850.0,103400.0,Monday,Sem1_Exams,False,217,142.0,4941800.0,39.07,1799,2747.0,3.4,51.4,19.61,90.16,90.16,359.0,359,17.95,24.2
2024-05-21,1237,1071,166,13.133333333333333,3976000.0,2170740.0,308000.0,1805260.0,62.2,37.4,31.3,134.1,22.5,36.0,32.4,18.9,6.3,53.9,534,36.4,15.2,12.1,6,735,988550.0,1344.9659863945578,735,59.9,27.9,12.2,64,9,128,42,84,68,54,100,165,145,47,30,195400.0,129950.0,119150.0,112850.0,103450.0,203500.0,124250.0,Tuesday,Sem1_Exams,False,279,165.0,4964550.0,36.36,1806,2749.0,6.2,54.6,19.91,86.58,86.58,444.0,444,22.2,24.6
2024-05-22,1219,1107,112,10.633333333333335,4036000.0,2085220.0,201320.0,1950780.0,62.0,37.2,29.5,134.6,22.9,31.0,27.9,18.4,6.2,49.7,535,38.6,16.1,12.9,6,737,993600.0,1348.168249660787,737,56.7,28.6,14.7,63,9,111,42,116,60,49,100,148,116,73,33,184300.0,132650.0,110550.0,136400.0,124900.0,176600.0,128200.0,Wednesday,Sem1_Exams,False,297,148.0,5029600.0,38.79,1844,2728.0,4.0,51.67,19.76,90.81,90.81,445.0,445,22.25,27.3
2024-05-23,1250,1101,149,12.333333333333334,4027500.0,2180240.0,302860.0,1847260.0,68.8,41.2,30.6,131.6,20.3,36.2,32.6,21.6,7.2,51.8,521,35.9,15.0,12.0,6,742,962750.0,1297.5067385444745,742,57.1,31.4,11.5,82,12,112,46,95,60,45,132,161,117,46,40,159200.0,127800.0,131350.0,113150.0,117500.0,199100.0,114650.0,Thursday,Sem1_Exams,False,285,161.0,4990250.0,37.02,1843,2708.0,6.07,54.13,19.29,88.08,88.08,446.0,446,22.3,27.2
2024-05-24,1078,952,126,12.533333333333331,3466000.0,1864280.0,247720.0,1601720.0,60.2,36.1,26.5,108.9,17.0,30.2,27.2,17.6,5.9,46.5,466,31.9,13.3,10.6,6,671,870750.0,1297.6900149031296,671,62.4,25.8,11.8,54,12,103,33,71,79,48,112,128,99,64,37,153450.0,113400.0,106000.0,106650.0,115750.0,154450.0,121050.0,Friday,Sem1_Exams,False,255,128.0,4336750.0,36.93,1623,2672.0,5.71,53.79,20.08,88.31,88.31,383.0,383,19.15,12.0
2024-05-25,363,313,50,13.216666666666667,1168000.0,639100.0,89900.0,528900.0,18.2,10.9,9.1,40.5,6.8,10.6,9.5,5.7,1.9,15.4,153,10.4,4.4,3.5,6,181,240150.0,1326.7955801104972,181,66.9,23.8,9.4,15,16,0,9,27,11,14,33,34,28,18,7,43550.0,26100.0,34200.0,27950.0,32150.0,40550.0,35650.0,Saturday,Sem1_Exams,True,78,34.0,1408150.0,37.56,494,2851.0,6.38,54.72,17.05,86.23,86.23,112.0,112,5.6,-65.9
2024-05-26,368,303,65,17.55,1140000.0,646770.0,110700.0,493230.0,18.2,10.9,9.4,41.9,6.8,10.2,9.2,6.3,2.1,17.1,159,10.2,4.2,3.4,6,189,248500.0,1314.8148148148148,189,61.9,28.0,10.1,14,16,0,9,17,24,13,25,38,41,14,8,45650.0,38400.0,21700.0,25250.0,38900.0,47050.0,31550.0,Sunday,Sem1_Exams,True,67,38.0,1388500.0,35.52,492,2822.0,7.97,56.73,17.9,82.34,82.34,105.0,105,5.25,-66.0
2024-05-27,1160,1033,127,11.616666666666667,3799000.0,2026190.0,244060.0,1772810.0,61.2,36.8,28.7,129.5,20.3,32.4,29.2,20.7,6.9,49.0,482,32.6,13.6,10.9,6,765,989950.0,1294.0522875816994,765,58.3,29.2,12.5,80,12,110,37,92,88,51,102,152,148,60,35,179150.0,144750.0,137400.0,131850.0,107550.0,163150.0,126100.0,Monday,Sem1_Exams,False,252,152.0,4788950.0,37.02,1798,2663.0,5.1,53.33,20.67,89.05,89.05,404.0,404,20.2,24.1
2024-05-28,1233,1111,122,11.383333333333333,4094500.0,2134530.0,210180.0,1959970.0,67.8,40.6,30.200000000000003,134.0,22.4,33.4,30.1,19.1,6.4,50.0,515,36.1,15.1,12.0,6,679,902150.0,1328.6450662739323,679,57.6,30.2,12.2,71,9,101,42,70,62,42,109,146,119,59,30,173000.0,120950.0,90900.0,96150.0,124050.0,186550.0,110550.0,Tuesday,Sem1_Exams,False,291,146.0,4996650.0,39.23,1790,2791.0,4.21,52.13,18.06,90.11,90.11,437.0,437,21.85,23.5
2024-05-29,1159,1048,111,10.183333333333332,3918000.0,2028120.0,198470.0,1889880.0,59.5,35.7,30.4,125.5,20.7,31.6,28.4,18.3,6.1,57.4,516,32.4,13.5,10.8,6,763,996100.0,1305.5045871559632,763,60.2,28.3,11.5,76,9,122,31,82,65,59,127,153,153,59,34,189950.0,104750.0,151550.0,123600.0,138000.0,155450.0,132800.0,Wednesday,Sem1_Exams,False,261,153.0,4914100.0,38.46,1811,2713.0,4.04,51.76,20.27,90.42,90.42,414.0,414,20.7,25.0
2024-05-30,1192,1075,117,10.783333333333333,3973500.0,2070410.0,208840.0,1903090.0,67.2,40.4,29.7,127.0,20.8,32.8,29.5,18.8,6.2,50.4,498,33.8,14.1,11.3,6,759,976400.0,1286.429512516469,759,58.8,29.4,11.9,81,9,107,35,85,82,56,121,150,132,59,39,204150.0,107850.0,95000.0,151800.0,116200.0,186450.0,114950.0,Thursday,Sem1_Exams,False,257,150.0,4949900.0,38.45,1834,2699.0,4.22,52.11,19.73,90.18,90.18,407.0,407,20.35,26.6
2024-05-31,1089,942,147,12.866666666666667,3481500.0,1894440.0,268090.0,1587060.0,61.0,36.6,27.4,115.19999999999999,18.4,30.0,27.0,17.8,6.0,48.3,461,30.5,12.7,10.2,6,714,931600.0,1304.7619047619048,714,58.7,28.6,12.7,74,14,108,42,77,80,45,106,141,121,67,35,167900.0,121400.0,133050.0,98150.0,116600.0,190450.0,104050.0,Friday,Sem1_Exams,False,229,141.0,4413100.0,35.96,1656,2665.0,6.07,54.41,21.11,86.5,86.5,370.0,370,18.5,14.3
2024-06-01,93,83,10,10.65,305500.0,161090.0,18120.0,144410.0,5.5,3.3,2.2,9.5,1.5,2.6,2.3,1.5,0.5,3.8,38,2.6,1.1,0.9,6,11,11000.0,1000.0,11,54.5,27.3,18.2,11,9,0,1,3,0,1,3,2,0,0,1,1300.0,400.0,2900.0,1200.0,1300.0,1600.0,2300.0,Saturday,Sem_Break,True,20,2.0,316500.0,45.63,94,3367.0,5.73,52.73,3.48,89.25,89.25,22.0,22,1.1,-62.9
2024-06-02,100,86,14,13.483333333333333,321000.0,174580.0,23410.0,146420.0,5.8,3.4,2.6,10.7,1.8,2.8,2.5,1.5,0.5,4.2,41,2.8,1.2,0.9,6,9,10400.0,1155.5555555555557,9,33.3,55.6,11.1,9,8,0,0,1,0,1,2,2,2,0,1,900.0,900.0,3200.0,400.0,900.0,2300.0,1800.0,Sunday,Sem_Break,True,21,2.0,331400.0,44.18,95,3488.0,7.06,54.39,3.14,86.0,86.0,23.0,23,1.15,-62.5
2024-06-03,331,287,44,14.85,1046500.0,576100.0,87180.0,470400.0,18.5,11.1,8.1,36.2,5.9,9.2,8.3,5.4,1.8,13.3,135,9.4,3.9,3.1,6,51,56000.0,1098.0392156862745,51,51.0,37.3,11.8,51,9,8,2,3,6,2,10,13,9,3,3,7800.0,5400.0,5650.0,8600.0,13300.0,5700.0,9550.0,Monday,Sem_Break,False,71,13.0,1102500.0,42.67,338,3262.0,7.91,55.05,5.08,86.71,86.71,84.0,84,4.2,33.3
2024-06-04,316,276,40,13.583333333333334,999000.0,543280.0,79710.0,455720.0,17.0,10.2,7.800000000000001,33.8,5.3,8.2,7.4,5.4,1.8,14.0,138,9.4,3.9,3.1,6,53,57750.0,1089.622641509434,53,60.4,26.4,13.2,53,9,8,1,8,5,4,10,13,10,1,1,5650.0,10600.0,8200.0,6650.0,7950.0,9600.0,9100.0,Tuesday,Sem_Break,False,74,13.0,1056750.0,43.12,329,3212.0,7.54,54.38,5.46,87.34,87.34,87.0,87,4.35,29.7
2024-06-05,323,285,38,12.133333333333333,1037000.0,549930.0,68670.0,487070.0,17.5,10.5,7.8,32.6,5.0,8.4,7.6,5.4,1.8,14.0,145,10.2,4.2,3.4,6,54,60400.0,1118.5185185185185,54,40.7,44.4,14.8,54,16,10,4,7,9,5,7,11,5,4,2,7400.0,10000.0,9300.0,7100.0,8200.0,9800.0,8600.0,Wednesday,Sem_Break,False,78,11.0,1097400.0,44.38,339,3237.0,6.26,53.03,5.5,88.24,88.24,89.0,89,4.45,33.7
2024-06-06,320,269,51,13.700000000000001,1012500.0,553410.0,75890.0,459090.0,19.0,11.4,7.8,32.7,5.2,9.0,8.1,5.1,1.7,12.6,131,9.2,3.9,3.1,6,55,55650.0,1011.8181818181819,55,54.5,32.7,12.7,55,8,9,1,6,8,6,8,7,10,6,3,6300.0,4700.0,10150.0,9400.0,9700.0,8400.0,7000.0,Thursday,Sem_Break,False,61,7.0,1068150.0,42.98,324,3297.0,7.1,54.66,5.21,84.06,84.06,68.0,68,3.4,27.8
2024-06-07,273,228,45,15.766666666666666,853000.0,475920.0,74730.0,377080.0,14.8,8.8,6.9,28.1,4.5,7.8,7.0,4.3,1.5,12.2,118,7.9,3.3,2.6,6,49,58050.0,1184.6938775510205,49,57.1,28.6,14.3,49,13,3,7,4,3,5,6,10,8,5,1,9100.0,7900.0,7800.0,8200.0,8300.0,6550.0,10200.0,Friday,Sem_Break,False,53,10.0,911050.0,41.39,277,3289.0,8.2,55.79,6.37,83.52,83.52,63.0,63,3.15,9.2
2024-06-08,95,81,14,15.716666666666667,295500.0,163670.0,26590.0,131830.0,4.8,2.9,2.3,9.5,1.5,2.6,2.3,1.5,0.5,4.5,45,3.0,1.2,1.0,6,13,18800.0,1446.1538461538462,13,69.2,23.1,7.7,13,10,0,1,0,0,1,1,5,4,1,0,3000.0,3200.0,3500.0,3100.0,4100.0,1700.0,200.0,Saturday,Sem_Break,True,22,5.0,314300.0,41.94,94,3344.0,8.46,55.39,5.98,85.26,85.26,27.0,27,1.35,-62.9
2024-06-09,98,88,10,11.566666666666668,326000.0,171080.0,18090.0,154920.0,4.8,2.9,2.5,10.7,1.8,2.8,2.5,1.5,0.5,4.2,43,3.0,1.2,1.0,6,9,11600.0,1288.888888888889,9,44.4,44.4,11.1,9,12,0,0,2,0,0,0,3,1,0,3,2800.0,900.0,900.0,900.0,2200.0,3000.0,900.0,Sunday,Sem_Break,True,24,3.0,337600.0,45.89,97,3480.0,5.36,52.48,3.44,89.8,89.8,27.0,27,1.35,-61.8
2024-06-10,330,271,59,17.733333333333334,1012000.0,574960.0,99280.0,437040.0,16.8,10.0,8.100000000000001,36.5,5.9,9.2,8.3,5.5,1.9,14.0,141,9.7,4.0,3.2,6,53,64950.0,1225.4716981132076,53,56.6,35.8,7.5,53,12,13,2,6,4,8,6,14,10,3,0,6700.0,10050.0,5300.0,6800.0,9700.0,14500.0,11900.0,Monday,Sem_Break,False,65,14.0,1076950.0,40.58,324,3324.0,9.22,56.81,6.03,82.12,82.12,79.0,79,3.95,27.8
2024-06-11,318,279,39,12.766666666666666,1010000.0,538610.0,68160.0,471390.0,18.2,10.9,7.7,33.4,5.2,7.8,7.0,5.4,1.8,12.9,137,9.7,4.0,3.2,6,54,70200.0,1300.0,54,51.9,37.0,11.1,54,12,12,2,6,8,3,4,19,6,2,4,12900.0,7700.0,14500.0,6150.0,8750.0,8700.0,11500.0,Tuesday,Sem_Break,False,71,19.0,1080200.0,43.64,333,3244.0,6.31,53.33,6.5,87.74,87.74,90.0,90,4.5,31.3
2024-06-12,334,288,46,13.266666666666666,1054500.0,571440.0,76800.0,483060.0,19.0,11.4,7.9,36.1,5.8,8.6,7.7,5.5,1.9,12.9,139,10.0,4.2,3.3,6,53,63250.0,1193.3962264150944,53,50.9,34.0,15.1,53,8,9,4,8,4,4,5,12,11,4,1,11200.0,5600.0,10850.0,8900.0,9600.0,7400.0,9700.0,Wednesday,Sem_Break,False,74,12.0,1117750.0,43.22,341,3278.0,6.87,54.19,5.66,86.23,86.23,86.0,86,4.3,34.5
2024-06-13,301,261,40,13.75,959500.0,520910.0,72280.0,438590.0,16.5,9.9,7.3,32.3,5.1,8.2,7.4,5.1,1.7,12.6,127,8.8,3.7,2.9,6,49,49650.0,1013.265306122449,49,69.4,24.5,6.1,49,10,12,3,2,4,7,7,7,14,3,2,6600.0,4950.0,7050.0,9650.0,4550.0,10450.0,6400.0,Thursday,Sem_Break,False,68,7.0,1009150.0,43.46,310,3255.0,7.16,54.29,4.92,86.71,86.71,75.0,75,3.75,22.2
2024-06-14,278,247,31,11.4,911500.0,482950.0,57550.0,428550.0,14.0,8.4,7.1,30.5,5.1,7.4,6.7,4.3,1.5,12.9,124,8.2,3.4,2.7,6,55,65000.0,1181.8181818181818,55,56.4,32.7,10.9,55,14,14,6,6,3,4,11,13,5,6,1,6050.0,9400.0,12550.0,11800.0,8600.0,10700.0,5900.0,Friday,Sem_Break,False,62,13.0,976500.0,43.89,302,3233.0,5.89,52.98,6.66,88.85,88.85,75.0,75,3.75,19.1
2024-06-15,95,80,15,15.566666666666668,296000.0,161940.0,22990.0,134060.0,5.0,3.0,2.3,10.3,1.7,2.4,2.2,1.5,0.5,3.8,41,3.0,1.2,1.0,6,9,12150.0,1350.0,9,55.6,22.2,22.2,9,16,0,0,0,0,0,2,3,2,2,0,2400.0,3800.0,450.0,4000.0,900.0,200.0,400.0,Saturday,Sem_Break,True,21,3.0,308150.0,43.5,89,3462.0,7.46,54.71,3.94,84.21,84.21,24.0,24,1.2,-64.9
2024-06-16,98,84,14,14.433333333333332,304000.0,167910.0,27020.0,136090.0,5.2,3.1,2.4,11.0,1.8,2.4,2.2,1.6,0.6,4.2,42,2.9,1.2,1.0,6,10,9900.0,990.0,10,50.0,30.0,20.0,10,18,0,2,1,1,1,3,2,0,0,0,1300.0,800.0,2700.0,1300.0,2100.0,400.0,1300.0,Sunday,Sem_Break,True,21,2.0,313900.0,43.35,94,3339.0,8.61,55.23,3.15,85.71,85.71,23.0,23,1.15,-62.9
2024-06-17,304,277,27,10.183333333333334,1031000.0,535130.0,50220.0,495870.0,16.0,9.6,7.6,31.599999999999998,5.1,9.2,8.3,4.8,1.6,13.3,130,8.8,3.7,2.9,6,53,66150.0,1248.1132075471698,53,58.5,30.2,11.3,53,15,8,3,9,4,4,7,13,7,5,1,6200.0,10400.0,7400.0,10400.0,9500.0,7850.0,14400.0,Monday,Sem_Break,False,70,13.0,1097150.0,45.2,330,3325.0,4.58,51.9,6.03,91.12,91.12,83.0,83,4.15,30.1
2024-06-18,325,288,37,11.549999999999999,1065000.0,565740.0,68920.0,499260.0,17.5,10.5,8.2,35.2,5.4,8.8,7.9,5.8,2.0,15.0,139,9.0,3.8,3.0,6,56,58300.0,1041.0714285714287,56,58.9,32.1,8.9,56,7,8,2,9,5,5,11,10,9,3,2,10000.0,7850.0,7600.0,7500.0,6900.0,9600.0,8850.0,Tuesday,Sem_Break,False,72,10.0,1123300.0,44.45,344,3265.0,6.14,53.12,5.19,88.62,88.62,82.0,82,4.1,35.6
2024-06-19,313,284,29,10.233333333333333,1061500.0,551680.0,50100.0,509820.0,16.0,9.6,7.7,34.900000000000006,5.4,9.4,8.5,5.7,1.9,12.6,128,8.9,3.7,3.0,6,51,54600.0,1070.5882352941176,51,64.7,23.5,11.8,51,9,5,2,8,3,4,8,8,12,5,1,5950.0,12300.0,10300.0,6400.0,10550.0,3300.0,5800.0,Wednesday,Sem_Break,False,68,8.0,1116100.0,45.68,335,3332.0,4.49,51.97,4.89,90.73,90.73,76.0,76,3.8,32.1
2024-06-20,317,292,25,7.916666666666667,1083000.0,547870.0,39920.0,535130.0,16.8,10.0,7.800000000000001,36.4,5.7,8.0,7.2,5.8,2.0,14.0,134,8.9,3.7,3.0,6,51,48600.0,952.9411764705883,51,66.7,23.5,9.8,51,12,6,2,9,7,4,11,7,8,1,2,6300.0,6400.0,5400.0,8100.0,7300.0,5500.0,9600.0,Thursday,Sem_Break,False,65,7.0,1131600.0,47.29,343,3299.0,3.53,50.59,4.29,92.11,92.11,72.0,72,3.6,35.3
2024-06-21,272,226,46,16.916666666666668,826000.0,466320.0,83070.0,359680.0,14.5,8.7,6.9,29.9,4.6,6.6,5.9,5.0,1.7,12.9,121,7.8,3.2,2.6,6,55,61600.0,1120.0,55,67.3,21.8,10.9,55,7,10,1,10,5,3,7,14,10,2,3,9200.0,3450.0,12400.0,6500.0,6350.0,14600.0,9100.0,Friday,Sem_Break,False,57,14.0,887600.0,40.52,281,3159.0,9.36,56.46,6.94,83.09,83.09,71.0,71,3.55,10.8
2024-06-22,93,77,16,18.4,285500.0,163330.0,29770.0,122170.0,5.0,3.0,2.4,10.3,1.7,2.6,2.3,1.5,0.5,4.2,39,2.5,1.1,0.8,6,11,13700.0,1245.4545454545455,11,63.6,27.3,9.1,11,18,0,0,1,3,1,1,4,0,0,1,2200.0,2200.0,800.0,2200.0,400.0,1300.0,4600.0,Saturday,Sem_Break,True,20,4.0,299200.0,40.83,88,3400.0,9.95,57.21,4.58,82.8,82.8,24.0,24,1.2,-65.3
2024-06-23,95,80,15,17.816666666666666,287000.0,163530.0,30580.0,123470.0,4.8,2.9,2.4,10.7,1.8,2.4,2.2,1.5,0.5,4.2,42,2.9,1.2,1.0,6,10,9050.0,905.0,10,50.0,50.0,0.0,10,15,0,0,1,1,0,2,1,3,1,1,400.0,1700.0,900.0,850.0,1800.0,2600.0,800.0,Sunday,Sem_Break,True,23,1.0,296050.0,41.71,90,3289.0,10.33,56.98,3.06,84.21,84.21,24.0,24,1.2,-64.5
2024-06-24,320,279,41,12.766666666666666,1027000.0,553400.0,71530.0,473600.0,18.5,11.1,8.0,32.7,5.3,8.8,7.9,5.0,1.7,13.6,135,9.2,3.9,3.1,6,53,56450.0,1065.0943396226414,53,60.4,22.6,17.0,53,13,6,4,10,8,2,7,12,7,2,1,8600.0,8350.0,8450.0,10800.0,6900.0,5950.0,7400.0,Monday,Sem_Break,False,66,12.0,1083450.0,43.71,332,3263.0,6.6,53.89,5.21,87.19,87.19,78.0,78,3.9,30.9
