Date,Day_of_Week,Academic_Period,Is_Weekend,Meal,Portions_Prepared,Portions_Sold,Waste_Portions,Waste_Pct,Price_UGX,Revenue_UGX,Ingredient_Cost_UGX,Waste_Cost_UGX,Gross_Profit_UGX,Posho_Flour_kg,Beans_kg,Cooking_Oil_L,Matooke_kg,Groundnuts_kg,Rice_kg,Chicken_kg,Offal_kg,Onions_kg,Irish_Potatoes_kg,Eggs_units,Wheat_Flour_kg,Cabbage_kg,Tomatoes_kg
2024-08-28,Wednesday,Sem2_Teaching,FALSE,Posho & Beans,393,376,17,4.3,"3,000","1,128,000","530,550","22,950","597,450",98.2,58.9,7.9,0,0,0,0,0,0,0,0,0,0,0
2024-08-28,Wednesday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,268,256,12,4.5,"4,000","1,024,000","536,000","24,000","488,000",0,0,8,107.2,26.8,0,0,0,0,0,0,0,0,0
2024-08-28,Wednesday,Sem2_Teaching,FALSE,Rice & Chicken,228,201,27,11.8,"6,000","1,206,000","752,400","89,100","453,600",0,0,9.1,0,0,45.6,41,0,0,0,0,0,0,0
2024-08-28,Wednesday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),193,186,7,3.6,"3,500","651,000","324,240","11,760","326,760",0,0,0,67.5,0,0,0,28.9,9.7,0,0,0,0,0
2024-08-28,Wednesday,Sem2_Teaching,FALSE,Chips & Eggs,189,165,24,12.7,"4,500","742,500","357,210","45,360","385,290",0,0,15.1,0,0,0,0,0,0,66.1,284,0,0,0
2024-08-28,Wednesday,Sem2_Teaching,FALSE,Rolex,435,402,33,7.6,"2,500","1,005,000","413,250","31,350","591,750",0,0,0,0,0,0,0,0,0,0,435,52.2,21.8,17.4
2024-08-29,Thursday,Sem2_Teaching,FALSE,Posho & Beans,381,307,74,19.4,"3,000","921,000","514,350","99,900","406,650",95.2,57.1,7.6,0,0,0,0,0,0,0,0,0,0,0
2024-08-29,Thursday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,282,240,42,14.9,"4,000","960,000","564,000","84,000","396,000",0,0,8.5,112.8,28.2,0,0,0,0,0,0,0,0,0
2024-08-29,Thursday,Sem2_Teaching,FALSE,Rice & Chicken,245,204,41,16.7,"6,000","1,224,000","808,500","135,300","415,500",0,0,9.8,0,0,49,44.1,0,0,0,0,0,0,0
2024-08-29,Thursday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),178,172,6,3.4,"3,500","602,000","299,040","10,080","302,960",0,0,0,62.3,0,0,0,26.7,8.9,0,0,0,0,0
2024-08-29,Thursday,Sem2_Teaching,FALSE,Chips & Eggs,189,185,4,2.1,"4,500","832,500","357,210","7,560","475,290",0,0,15.1,0,0,0,0,0,0,66.1,284,0,0,0
2024-08-29,Thursday,Sem2_Teaching,FALSE,Rolex,434,410,24,5.5,"2,500","1,025,000","412,300","22,800","612,700",0,0,0,0,0,0,0,0,0,0,434,52.1,21.7,17.4
2024-08-30,Friday,Sem2_Teaching,FALSE,Posho & Beans,299,234,65,21.7,"3,000","702,000","403,650","87,750","298,350",74.8,44.9,6,0,0,0,0,0,0,0,0,0,0,0
2024-08-30,Friday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,261,247,14,5.4,"4,000","988,000","522,000","28,000","466,000",0,0,7.8,104.4,26.1,0,0,0,0,0,0,0,0,0
2024-08-30,Friday,Sem2_Teaching,FALSE,Rice & Chicken,205,165,40,19.5,"6,000","990,000","676,500","132,000","313,500",0,0,8.2,0,0,41,36.9,0,0,0,0,0,0,0
2024-08-30,Friday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),168,156,12,7.1,"3,500","546,000","282,240","20,160","263,760",0,0,0,58.8,0,0,0,25.2,8.4,0,0,0,0,0
2024-08-30,Friday,Sem2_Teaching,FALSE,Chips & Eggs,184,171,13,7.1,"4,500","769,500","347,760","24,570","421,740",0,0,14.7,0,0,0,0,0,0,64.4,276,0,0,0
2024-08-30,Friday,Sem2_Teaching,FALSE,Rolex,381,343,38,10.0,"2,500","857,500","361,950","36,100","495,550",0,0,0,0,0,0,0,0,0,0,381,45.7,19.1,15.2
2024-08-31,Saturday,Sem2_Teaching,TRUE,Posho & Beans,101,88,13,12.9,"3,000","264,000","136,350","17,550","127,650",25.2,15.1,2,0,0,0,0,0,0,0,0,0,0,0
2024-08-31,Saturday,Sem2_Teaching,TRUE,Matooke & Groundnut Stew,80,68,12,15.0,"4,000","272,000","160,000","24,000","112,000",0,0,2.4,32,8,0,0,0,0,0,0,0,0,0
2024-08-31,Saturday,Sem2_Teaching,TRUE,Rice & Chicken,68,53,15,22.1,"6,000","318,000","224,400","49,500","93,600",0,0,2.7,0,0,13.6,12.2,0,0,0,0,0,0,0
2024-08-31,Saturday,Sem2_Teaching,TRUE,Katogo (Offal+Matoke),54,43,11,20.4,"3,500","150,500","90,720","18,480","59,780",0,0,0,18.9,0,0,0,8.1,2.7,0,0,0,0,0
2024-08-31,Saturday,Sem2_Teaching,TRUE,Chips & Eggs,66,63,3,4.5,"4,500","283,500","124,740","5,670","158,760",0,0,5.3,0,0,0,0,0,0,23.1,99,0,0,0
2024-08-31,Saturday,Sem2_Teaching,TRUE,Rolex,115,111,4,3.5,"2,500","277,500","109,250","3,800","168,250",0,0,0,0,0,0,0,0,0,0,115,13.8,5.8,4.6
2024-09-01,Sunday,Sem2_Teaching,TRUE,Posho & Beans,127,106,21,16.5,"3,000","318,000","171,450","28,350","146,550",31.8,19.1,2.5,0,0,0,0,0,0,0,0,0,0,0
2024-09-01,Sunday,Sem2_Teaching,TRUE,Matooke & Groundnut Stew,92,80,12,13.0,"4,000","320,000","184,000","24,000","136,000",0,0,2.8,36.8,9.2,0,0,0,0,0,0,0,0,0
2024-09-01,Sunday,Sem2_Teaching,TRUE,Rice & Chicken,84,77,7,8.3,"6,000","462,000","277,200","23,100","184,800",0,0,3.4,0,0,16.8,15.1,0,0,0,0,0,0,0
2024-09-01,Sunday,Sem2_Teaching,TRUE,Katogo (Offal+Matoke),59,46,13,22.0,"3,500","161,000","99,120","21,840","61,880",0,0,0,20.6,0,0,0,8.8,3,0,0,0,0,0
2024-09-01,Sunday,Sem2_Teaching,TRUE,Chips & Eggs,71,59,12,16.9,"4,500","265,500","134,190","22,680","131,310",0,0,5.7,0,0,0,0,0,0,24.8,106,0,0,0
2024-09-01,Sunday,Sem2_Teaching,TRUE,Rolex,137,114,23,16.8,"2,500","285,000","130,150","21,850","154,850",0,0,0,0,0,0,0,0,0,0,137,16.4,6.9,5.5
2024-09-02,Monday,Sem2_Teaching,FALSE,Posho & Beans,448,432,16,3.6,"3,000","1,296,000","604,800","21,600","691,200",112,67.2,9,0,0,0,0,0,0,0,0,0,0,0
2024-09-02,Monday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,331,318,13,3.9,"4,000","1,272,000","662,000","26,000","610,000",0,0,9.9,132.4,33.1,0,0,0,0,0,0,0,0,0
2024-09-02,Monday,Sem2_Teaching,FALSE,Rice & Chicken,256,224,32,12.5,"6,000","1,344,000","844,800","105,600","499,200",0,0,10.2,0,0,51.2,46.1,0,0,0,0,0,0,0
2024-09-02,Monday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),205,186,19,9.3,"3,500","651,000","344,400","31,920","306,600",0,0,0,71.8,0,0,0,30.8,10.2,0,0,0,0,0
2024-09-02,Monday,Sem2_Teaching,FALSE,Chips & Eggs,264,237,27,10.2,"4,500","1,066,500","498,960","51,030","567,540",0,0,21.1,0,0,0,0,0,0,92.4,396,0,0,0
2024-09-02,Monday,Sem2_Teaching,FALSE,Rolex,469,426,43,9.2,"2,500","1,065,000","445,550","40,850","619,450",0,0,0,0,0,0,0,0,0,0,469,56.3,23.5,18.8
2024-09-03,Tuesday,Sem2_Teaching,FALSE,Posho & Beans,390,373,17,4.4,"3,000","1,119,000","526,500","22,950","592,500",97.5,58.5,7.8,0,0,0,0,0,0,0,0,0,0,0
2024-09-03,Tuesday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,338,294,44,13.0,"4,000","1,176,000","676,000","88,000","500,000",0,0,10.1,135.2,33.8,0,0,0,0,0,0,0,0,0
2024-09-03,Tuesday,Sem2_Teaching,FALSE,Rice & Chicken,270,244,26,9.6,"6,000","1,464,000","891,000","85,800","573,000",0,0,10.8,0,0,54,48.6,0,0,0,0,0,0,0
2024-09-03,Tuesday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),198,181,17,8.6,"3,500","633,500","332,640","28,560","300,860",0,0,0,69.3,0,0,0,29.7,9.9,0,0,0,0,0
2024-09-03,Tuesday,Sem2_Teaching,FALSE,Chips & Eggs,229,211,18,7.9,"4,500","949,500","432,810","34,020","516,690",0,0,18.3,0,0,0,0,0,0,80.1,344,0,0,0
2024-09-03,Tuesday,Sem2_Teaching,FALSE,Rolex,514,483,31,6.0,"2,500","1,207,500","488,300","29,450","719,200",0,0,0,0,0,0,0,0,0,0,514,61.7,25.7,20.6
2024-09-04,Wednesday,Sem2_Teaching,FALSE,Posho & Beans,371,327,44,11.9,"3,000","981,000","500,850","59,400","480,150",92.8,55.6,7.4,0,0,0,0,0,0,0,0,0,0,0
2024-09-04,Wednesday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,273,255,18,6.6,"4,000","1,020,000","546,000","36,000","474,000",0,0,8.2,109.2,27.3,0,0,0,0,0,0,0,0,0
2024-09-04,Wednesday,Sem2_Teaching,FALSE,Rice & Chicken,220,193,27,12.3,"6,000","1,158,000","726,000","89,100","432,000",0,0,8.8,0,0,44,39.6,0,0,0,0,0,0,0
2024-09-04,Wednesday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),180,145,35,19.4,"3,500","507,500","302,400","58,800","205,100",0,0,0,63,0,0,0,27,9,0,0,0,0,0
2024-09-04,Wednesday,Sem2_Teaching,FALSE,Chips & Eggs,215,170,45,20.9,"4,500","765,000","406,350","85,050","358,650",0,0,17.2,0,0,0,0,0,0,75.2,322,0,0,0
2024-09-04,Wednesday,Sem2_Teaching,FALSE,Rolex,440,371,69,15.7,"2,500","927,500","418,000","65,550","509,500",0,0,0,0,0,0,0,0,0,0,440,52.8,22,17.6
2024-09-05,Thursday,Sem2_Teaching,FALSE,Posho & Beans,330,291,39,11.8,"3,000","873,000","445,500","52,650","427,500",82.5,49.5,6.6,0,0,0,0,0,0,0,0,0,0,0
2024-09-05,Thursday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,267,223,44,16.5,"4,000","892,000","534,000","88,000","358,000",0,0,8,106.8,26.7,0,0,0,0,0,0,0,0,0
2024-09-05,Thursday,Sem2_Teaching,FALSE,Rice & Chicken,240,190,50,20.8,"6,000","1,140,000","792,000","165,000","348,000",0,0,9.6,0,0,48,43.2,0,0,0,0,0,0,0
2024-09-05,Thursday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),201,156,45,22.4,"3,500","546,000","337,680","75,600","208,320",0,0,0,70.3,0,0,0,30.1,10.1,0,0,0,0,0
2024-09-05,Thursday,Sem2_Teaching,FALSE,Chips & Eggs,199,184,15,7.5,"4,500","828,000","376,110","28,350","451,890",0,0,15.9,0,0,0,0,0,0,69.6,298,0,0,0
2024-09-05,Thursday,Sem2_Teaching,FALSE,Rolex,404,323,81,20.0,"2,500","807,500","383,800","76,950","423,700",0,0,0,0,0,0,0,0,0,0,404,48.5,20.2,16.2
2024-09-06,Friday,Sem2_Teaching,FALSE,Posho & Beans,303,252,51,16.8,"3,000","756,000","409,050","68,850","346,950",75.8,45.4,6.1,0,0,0,0,0,0,0,0,0,0,0
2024-09-06,Friday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,267,224,43,16.1,"4,000","896,000","534,000","86,000","362,000",0,0,8,106.8,26.7,0,0,0,0,0,0,0,0,0
2024-09-06,Friday,Sem2_Teaching,FALSE,Rice & Chicken,207,198,9,4.3,"6,000","1,188,000","683,100","29,700","504,900",0,0,8.3,0,0,41.4,37.3,0,0,0,0,0,0,0
2024-09-06,Friday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),158,151,7,4.4,"3,500","528,500","265,440","11,760","263,060",0,0,0,55.3,0,0,0,23.7,7.9,0,0,0,0,0
2024-09-06,Friday,Sem2_Teaching,FALSE,Chips & Eggs,174,169,5,2.9,"4,500","760,500","328,860","9,450","431,640",0,0,13.9,0,0,0,0,0,0,60.9,261,0,0,0
2024-09-06,Friday,Sem2_Teaching,FALSE,Rolex,327,299,28,8.6,"2,500","747,500","310,650","26,600","436,850",0,0,0,0,0,0,0,0,0,0,327,39.2,16.4,13.1
2024-09-07,Saturday,Sem2_Teaching,TRUE,Posho & Beans,110,94,16,14.5,"3,000","282,000","148,500","21,600","133,500",27.5,16.5,2.2,0,0,0,0,0,0,0,0,0,0,0
2024-09-07,Saturday,Sem2_Teaching,TRUE,Matooke & Groundnut Stew,90,82,8,8.9,"4,000","328,000","180,000","16,000","148,000",0,0,2.7,36,9,0,0,0,0,0,0,0,0,0
2024-09-07,Saturday,Sem2_Teaching,TRUE,Rice & Chicken,62,50,12,19.4,"6,000","300,000","204,600","39,600","95,400",0,0,2.5,0,0,12.4,11.2,0,0,0,0,0,0,0
2024-09-07,Saturday,Sem2_Teaching,TRUE,Katogo (Offal+Matoke),59,53,6,10.2,"3,500","185,500","99,120","10,080","86,380",0,0,0,20.6,0,0,0,8.8,3,0,0,0,0,0
2024-09-07,Saturday,Sem2_Teaching,TRUE,Chips & Eggs,68,63,5,7.4,"4,500","283,500","128,520","9,450","154,980",0,0,5.4,0,0,0,0,0,0,23.8,102,0,0,0
2024-09-07,Saturday,Sem2_Teaching,TRUE,Rolex,137,126,11,8.0,"2,500","315,000","130,150","10,450","184,850",0,0,0,0,0,0,0,0,0,0,137,16.4,6.9,5.5
2024-09-08,Sunday,Sem2_Teaching,TRUE,Posho & Beans,105,84,21,20.0,"3,000","252,000","141,750","28,350","110,250",26.2,15.8,2.1,0,0,0,0,0,0,0,0,0,0,0
2024-09-08,Sunday,Sem2_Teaching,TRUE,Matooke & Groundnut Stew,93,84,9,9.7,"4,000","336,000","186,000","18,000","150,000",0,0,2.8,37.2,9.3,0,0,0,0,0,0,0,0,0
2024-09-08,Sunday,Sem2_Teaching,TRUE,Rice & Chicken,63,53,10,15.9,"6,000","318,000","207,900","33,000","110,100",0,0,2.5,0,0,12.6,11.3,0,0,0,0,0,0,0
2024-09-08,Sunday,Sem2_Teaching,TRUE,Katogo (Offal+Matoke),61,53,8,13.1,"3,500","185,500","102,480","13,440","83,020",0,0,0,21.3,0,0,0,9.2,3.1,0,0,0,0,0
2024-09-08,Sunday,Sem2_Teaching,TRUE,Chips & Eggs,62,54,8,12.9,"4,500","243,000","117,180","15,120","125,820",0,0,5,0,0,0,0,0,0,21.7,93,0,0,0
2024-09-08,Sunday,Sem2_Teaching,TRUE,Rolex,118,100,18,15.3,"2,500","250,000","112,100","17,100","137,900",0,0,0,0,0,0,0,0,0,0,118,14.2,5.9,4.7
2024-09-09,Monday,Sem2_Teaching,FALSE,Posho & Beans,357,282,75,21.0,"3,000","846,000","481,950","101,250","364,050",89.2,53.5,7.1,0,0,0,0,0,0,0,0,0,0,0
2024-09-09,Monday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,309,266,43,13.9,"4,000","1,064,000","618,000","86,000","446,000",0,0,9.3,123.6,30.9,0,0,0,0,0,0,0,0,0
2024-09-09,Monday,Sem2_Teaching,FALSE,Rice & Chicken,245,232,13,5.3,"6,000","1,392,000","808,500","42,900","583,500",0,0,9.8,0,0,49,44.1,0,0,0,0,0,0,0
2024-09-09,Monday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),178,162,16,9.0,"3,500","567,000","299,040","26,880","267,960",0,0,0,62.3,0,0,0,26.7,8.9,0,0,0,0,0
2024-09-09,Monday,Sem2_Teaching,FALSE,Chips & Eggs,208,198,10,4.8,"4,500","891,000","393,120","18,900","497,880",0,0,16.6,0,0,0,0,0,0,72.8,312,0,0,0
2024-09-09,Monday,Sem2_Teaching,FALSE,Rolex,396,362,34,8.6,"2,500","905,000","376,200","32,300","528,800",0,0,0,0,0,0,0,0,0,0,396,47.5,19.8,15.8
2024-09-10,Tuesday,Sem2_Teaching,FALSE,Posho & Beans,375,314,61,16.3,"3,000","942,000","506,250","82,350","435,750",93.8,56.2,7.5,0,0,0,0,0,0,0,0,0,0,0
2024-09-10,Tuesday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,272,247,25,9.2,"4,000","988,000","544,000","50,000","444,000",0,0,8.2,108.8,27.2,0,0,0,0,0,0,0,0,0
2024-09-10,Tuesday,Sem2_Teaching,FALSE,Rice & Chicken,242,204,38,15.7,"6,000","1,224,000","798,600","125,400","425,400",0,0,9.7,0,0,48.4,43.6,0,0,0,0,0,0,0
2024-09-10,Tuesday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),194,166,28,14.4,"3,500","581,000","325,920","47,040","255,080",0,0,0,67.9,0,0,0,29.1,9.7,0,0,0,0,0
2024-09-10,Tuesday,Sem2_Teaching,FALSE,Chips & Eggs,218,178,40,18.3,"4,500","801,000","412,020","75,600","388,980",0,0,17.4,0,0,0,0,0,0,76.3,327,0,0,0
2024-09-10,Tuesday,Sem2_Teaching,FALSE,Rolex,452,378,74,16.4,"2,500","945,000","429,400","70,300","515,600",0,0,0,0,0,0,0,0,0,0,452,54.2,22.6,18.1
2024-09-11,Wednesday,Sem2_Teaching,FALSE,Posho & Beans,357,282,75,21.0,"3,000","846,000","481,950","101,250","364,050",89.2,53.5,7.1,0,0,0,0,0,0,0,0,0,0,0
2024-09-11,Wednesday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,271,239,32,11.8,"4,000","956,000","542,000","64,000","414,000",0,0,8.1,108.4,27.1,0,0,0,0,0,0,0,0,0
2024-09-11,Wednesday,Sem2_Teaching,FALSE,Rice & Chicken,220,208,12,5.5,"6,000","1,248,000","726,000","39,600","522,000",0,0,8.8,0,0,44,39.6,0,0,0,0,0,0,0
2024-09-11,Wednesday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),170,145,25,14.7,"3,500","507,500","285,600","42,000","221,900",0,0,0,59.5,0,0,0,25.5,8.5,0,0,0,0,0
2024-09-11,Wednesday,Sem2_Teaching,FALSE,Chips & Eggs,203,159,44,21.7,"4,500","715,500","383,670","83,160","331,830",0,0,16.2,0,0,0,0,0,0,71,304,0,0,0
2024-09-11,Wednesday,Sem2_Teaching,FALSE,Rolex,388,334,54,13.9,"2,500","835,000","368,600","51,300","466,400",0,0,0,0,0,0,0,0,0,0,388,46.6,19.4,15.5
2024-09-12,Thursday,Sem2_Teaching,FALSE,Posho & Beans,366,315,51,13.9,"3,000","945,000","494,100","68,850","450,900",91.5,54.9,7.3,0,0,0,0,0,0,0,0,0,0,0
2024-09-12,Thursday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,295,265,30,10.2,"4,000","1,060,000","590,000","60,000","470,000",0,0,8.8,118,29.5,0,0,0,0,0,0,0,0,0
2024-09-12,Thursday,Sem2_Teaching,FALSE,Rice & Chicken,208,181,27,13.0,"6,000","1,086,000","686,400","89,100","399,600",0,0,8.3,0,0,41.6,37.4,0,0,0,0,0,0,0
2024-09-12,Thursday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),206,182,24,11.7,"3,500","637,000","346,080","40,320","290,920",0,0,0,72.1,0,0,0,30.9,10.3,0,0,0,0,0
2024-09-12,Thursday,Sem2_Teaching,FALSE,Chips & Eggs,217,182,35,16.1,"4,500","819,000","410,130","66,150","408,870",0,0,17.4,0,0,0,0,0,0,75.9,326,0,0,0
2024-09-12,Thursday,Sem2_Teaching,FALSE,Rolex,443,414,29,6.5,"2,500","1,035,000","420,850","27,550","614,150",0,0,0,0,0,0,0,0,0,0,443,53.2,22.2,17.7
2024-09-13,Friday,Sem2_Teaching,FALSE,Posho & Beans,313,305,8,2.6,"3,000","915,000","422,550","10,800","492,450",78.2,46.9,6.3,0,0,0,0,0,0,0,0,0,0,0
2024-09-13,Friday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,231,180,51,22.1,"4,000","720,000","462,000","102,000","258,000",0,0,6.9,92.4,23.1,0,0,0,0,0,0,0,0,0
2024-09-13,Friday,Sem2_Teaching,FALSE,Rice & Chicken,206,193,13,6.3,"6,000","1,158,000","679,800","42,900","478,200",0,0,8.2,0,0,41.2,37.1,0,0,0,0,0,0,0
2024-09-13,Friday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),148,123,25,16.9,"3,500","430,500","248,640","42,000","181,860",0,0,0,51.8,0,0,0,22.2,7.4,0,0,0,0,0
2024-09-13,Friday,Sem2_Teaching,FALSE,Chips & Eggs,161,135,26,16.1,"4,500","607,500","304,290","49,140","303,210",0,0,12.9,0,0,0,0,0,0,56.3,242,0,0,0
2024-09-13,Friday,Sem2_Teaching,FALSE,Rolex,376,332,44,11.7,"2,500","830,000","357,200","41,800","472,800",0,0,0,0,0,0,0,0,0,0,376,45.1,18.8,15
2024-09-14,Saturday,Sem2_Teaching,TRUE,Posho & Beans,106,90,16,15.1,"3,000","270,000","143,100","21,600","126,900",26.5,15.9,2.1,0,0,0,0,0,0,0,0,0,0,0
2024-09-14,Saturday,Sem2_Teaching,TRUE,Matooke & Groundnut Stew,79,66,13,16.5,"4,000","264,000","158,000","26,000","106,000",0,0,2.4,31.6,7.9,0,0,0,0,0,0,0,0,0
2024-09-14,Saturday,Sem2_Teaching,TRUE,Rice & Chicken,71,69,2,2.8,"6,000","414,000","234,300","6,600","179,700",0,0,2.8,0,0,14.2,12.8,0,0,0,0,0,0,0
2024-09-14,Saturday,Sem2_Teaching,TRUE,Katogo (Offal+Matoke),60,47,13,21.7,"3,500","164,500","100,800","21,840","63,700",0,0,0,21,0,0,0,9,3,0,0,0,0,0
2024-09-14,Saturday,Sem2_Teaching,TRUE,Chips & Eggs,68,63,5,7.4,"4,500","283,500","128,520","9,450","154,980",0,0,5.4,0,0,0,0,0,0,23.8,102,0,0,0
2024-09-14,Saturday,Sem2_Teaching,TRUE,Rolex,133,115,18,13.5,"2,500","287,500","126,350","17,100","161,150",0,0,0,0,0,0,0,0,0,0,133,16,6.7,5.3
2024-09-15,Sunday,Sem2_Teaching,TRUE,Posho & Beans,108,90,18,16.7,"3,000","270,000","145,800","24,300","124,200",27,16.2,2.2,0,0,0,0,0,0,0,0,0,0,0
2024-09-15,Sunday,Sem2_Teaching,TRUE,Matooke & Groundnut Stew,80,66,14,17.5,"4,000","264,000","160,000","28,000","104,000",0,0,2.4,32,8,0,0,0,0,0,0,0,0,0
2024-09-15,Sunday,Sem2_Teaching,TRUE,Rice & Chicken,65,56,9,13.8,"6,000","336,000","214,500","29,700","121,500",0,0,2.6,0,0,13,11.7,0,0,0,0,0,0,0
2024-09-15,Sunday,Sem2_Teaching,TRUE,Katogo (Offal+Matoke),59,51,8,13.6,"3,500","178,500","99,120","13,440","79,380",0,0,0,20.6,0,0,0,8.8,3,0,0,0,0,0
2024-09-15,Sunday,Sem2_Teaching,TRUE,Chips & Eggs,57,55,2,3.5,"4,500","247,500","107,730","3,780","139,770",0,0,4.6,0,0,0,0,0,0,19.9,86,0,0,0
2024-09-15,Sunday,Sem2_Teaching,TRUE,Rolex,137,128,9,6.6,"2,500","320,000","130,150","8,550","189,850",0,0,0,0,0,0,0,0,0,0,137,16.4,6.9,5.5
2024-09-16,Monday,Sem2_Teaching,FALSE,Posho & Beans,403,358,45,11.2,"3,000","1,074,000","544,050","60,750","529,950",100.8,60.4,8.1,0,0,0,0,0,0,0,0,0,0,0
2024-09-16,Monday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,321,255,66,20.6,"4,000","1,020,000","642,000","132,000","378,000",0,0,9.6,128.4,32.1,0,0,0,0,0,0,0,0,0
2024-09-16,Monday,Sem2_Teaching,FALSE,Rice & Chicken,224,184,40,17.9,"6,000","1,104,000","739,200","132,000","364,800",0,0,9,0,0,44.8,40.3,0,0,0,0,0,0,0
2024-09-16,Monday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),177,143,34,19.2,"3,500","500,500","297,360","57,120","203,140",0,0,0,61.9,0,0,0,26.6,8.8,0,0,0,0,0
2024-09-16,Monday,Sem2_Teaching,FALSE,Chips & Eggs,215,201,14,6.5,"4,500","904,500","406,350","26,460","498,150",0,0,17.2,0,0,0,0,0,0,75.2,322,0,0,0
2024-09-16,Monday,Sem2_Teaching,FALSE,Rolex,426,344,82,19.2,"2,500","860,000","404,700","77,900","455,300",0,0,0,0,0,0,0,0,0,0,426,51.1,21.3,17
2024-09-17,Tuesday,Sem2_Teaching,FALSE,Posho & Beans,390,353,37,9.5,"3,000","1,059,000","526,500","49,950","532,500",97.5,58.5,7.8,0,0,0,0,0,0,0,0,0,0,0
2024-09-17,Tuesday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,287,262,25,8.7,"4,000","1,048,000","574,000","50,000","474,000",0,0,8.6,114.8,28.7,0,0,0,0,0,0,0,0,0
2024-09-17,Tuesday,Sem2_Teaching,FALSE,Rice & Chicken,219,185,34,15.5,"6,000","1,110,000","722,700","112,200","387,300",0,0,8.8,0,0,43.8,39.4,0,0,0,0,0,0,0
2024-09-17,Tuesday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),204,170,34,16.7,"3,500","595,000","342,720","57,120","252,280",0,0,0,71.4,0,0,0,30.6,10.2,0,0,0,0,0
2024-09-17,Tuesday,Sem2_Teaching,FALSE,Chips & Eggs,208,199,9,4.3,"4,500","895,500","393,120","17,010","502,380",0,0,16.6,0,0,0,0,0,0,72.8,312,0,0,0
2024-09-17,Tuesday,Sem2_Teaching,FALSE,Rolex,437,346,91,20.8,"2,500","865,000","415,150","86,450","449,850",0,0,0,0,0,0,0,0,0,0,437,52.4,21.9,17.5
2024-09-18,Wednesday,Sem2_Teaching,FALSE,Posho & Beans,341,266,75,22.0,"3,000","798,000","460,350","101,250","337,650",85.2,51.1,6.8,0,0,0,0,0,0,0,0,0,0,0
2024-09-18,Wednesday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,301,261,40,13.3,"4,000","1,044,000","602,000","80,000","442,000",0,0,9,120.4,30.1,0,0,0,0,0,0,0,0,0
2024-09-18,Wednesday,Sem2_Teaching,FALSE,Rice & Chicken,214,207,7,3.3,"6,000","1,242,000","706,200","23,100","535,800",0,0,8.6,0,0,42.8,38.5,0,0,0,0,0,0,0
2024-09-18,Wednesday,Sem2_Teaching,FALSE,Katogo (Offal+Matoke),190,157,33,17.4,"3,500","549,500","319,200","55,440","230,300",0,0,0,66.5,0,0,0,28.5,9.5,0,0,0,0,0
2024-09-18,Wednesday,Sem2_Teaching,FALSE,Chips & Eggs,210,192,18,8.6,"4,500","864,000","396,900","34,020","467,100",0,0,16.8,0,0,0,0,0,0,73.5,315,0,0,0
2024-09-18,Wednesday,Sem2_Teaching,FALSE,Rolex,384,320,64,16.7,"2,500","800,000","364,800","60,800","435,200",0,0,0,0,0,0,0,0,0,0,384,46.1,19.2,15.4
2024-09-19,Thursday,Sem2_Teaching,FALSE,Posho & Beans,390,340,50,12.8,"3,000","1,020,000","526,500","67,500","493,500",97.5,58.5,7.8,0,0,0,0,0,0,0,0,0,0,0
2024-09-19,Thursday,Sem2_Teaching,FALSE,Matooke & Groundnut Stew,296,256,40,13.5,"4,000","1,024,000","592,000","80,000","432,000",0,0,8.9,118.4,29.6,0,0,0,0,0,0,0,0,0
2024-09-19,Thursday,Sem2_Teaching,FALSE,Rice & Chicken,209,169,40,19.1,"6,000","1,014,000","689,700","132,000","324,300",0,0,8.4,0,0,41.8,37.6,0,0,0,0,0,0,0
